ORDERDATE,SHIPDATE,ORDERNUMBER,ORDERLINENUMBER,PRODUCTCODE,PRODUCTLINE,MSRP,CUSTOMERID,CUSTOMERNAME,CITY,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,QUANTITYORDERED,PRICEEACH,SALES,STATUS
2022-02-23,2022-02-27,10384,4,S10_4757,Classic Cars,136,1006727,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Kwai,34,100,4846.7,Shipped
2022-02-23,2022-02-27,10384,3,S24_2011,Ships,122,1006727,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Kwai,28,80.54,2255.12,Shipped
2022-02-23,2022-02-27,10384,2,S24_3151,Vintage Cars,88,1006727,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Kwai,43,97.87,4208.41,Shipped
2022-02-23,2022-02-27,10384,1,S700_1938,Ships,86,1006727,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Kwai,49,100,6397.44,Shipped
2022-02-24,2022-02-28,10107,2,S10_1678,Motorcycles,95,1006723,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,30,95.7,2871,Shipped
2022-02-24,2022-02-28,10107,5,S10_2016,Motorcycles,118,1006723,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,39,99.91,3896.49,Shipped
2022-02-24,2022-02-28,10107,4,S10_4698,Motorcycles,193,1006723,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,27,100,6065.55,Shipped
2022-02-24,2022-02-28,10107,1,S12_2823,Motorcycles,150,1006723,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,21,100,3036.6,Shipped
2022-02-24,2022-02-28,10107,6,S18_2625,Motorcycles,60,1006723,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,29,70.87,2055.23,Shipped
2022-02-24,2022-02-28,10107,3,S24_1578,Motorcycles,112,1006723,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,25,100,2845.75,Shipped
2022-02-24,2022-02-28,10107,7,S24_2000,Motorcycles,76,1006723,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,38,83.03,3155.14,Shipped
2022-02-24,2022-02-28,10107,8,S32_1374,Motorcycles,99,1006723,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,20,92.9,1858,Shipped
2022-02-26,2022-03-02,10226,4,S18_1589,Classic Cars,124,1006778,Collectable Mini Designs Co.,San Diego,USA,NA,Thompson,Eduardo,38,100,4161.38,Shipped
2022-02-26,2022-03-02,10226,7,S18_1984,Classic Cars,142,1006778,Collectable Mini Designs Co.,San Diego,USA,NA,Thompson,Eduardo,24,100,3892.08,Shipped
2022-02-26,2022-03-02,10226,5,S18_2870,Classic Cars,132,1006778,Collectable Mini Designs Co.,San Diego,USA,NA,Thompson,Eduardo,24,100,3231.36,Shipped
2022-02-26,2022-03-02,10226,6,S18_3685,Classic Cars,141,1006778,Collectable Mini Designs Co.,San Diego,USA,NA,Thompson,Eduardo,46,100,7344,Shipped
2022-02-26,2022-03-02,10226,1,S24_1046,Classic Cars,73,1006778,Collectable Mini Designs Co.,San Diego,USA,NA,Thompson,Eduardo,21,60.26,1265.46,Shipped
2022-02-26,2022-03-02,10226,3,S24_1628,Classic Cars,50,1006778,Collectable Mini Designs Co.,San Diego,USA,NA,Thompson,Eduardo,36,43.27,1557.72,Shipped
2022-02-26,2022-03-02,10226,2,S24_3432,Classic Cars,107,1006778,Collectable Mini Designs Co.,San Diego,USA,NA,Thompson,Eduardo,48,92.09,4420.32,Shipped
2022-02-28,2022-03-04,10385,2,S24_3816,Vintage Cars,83,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,37,85.54,3164.98,Shipped
2022-02-28,2022-03-04,10385,1,S700_1138,Ships,66,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,25,77.34,1933.5,Shipped
2022-03-01,2022-03-04,10386,7,S18_1662,Planes,157,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,25,54.57,1364.25,Resolved
2022-03-01,2022-03-04,10386,18,S18_2581,Planes,84,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,21,74.77,1570.17,Resolved
2022-03-01,2022-03-04,10386,5,S18_3029,Ships,86,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,37,93.01,3441.37,Resolved
2022-03-01,2022-03-04,10386,6,S18_3856,Vintage Cars,105,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,22,57.55,1266.1,Resolved
2022-03-01,2022-03-04,10386,11,S24_1785,Planes,109,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,33,41.71,1376.43,Resolved
2022-03-01,2022-03-04,10386,1,S24_2841,Planes,68,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,39,55.96,2182.44,Resolved
2022-03-01,2022-03-04,10386,9,S24_3420,Vintage Cars,65,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,35,63.76,2231.6,Resolved
2022-03-01,2022-03-04,10386,12,S24_3949,Planes,68,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,41,73.32,3006.12,Resolved
2022-03-01,2022-03-04,10386,8,S24_4278,Planes,72,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,50,63.34,3167,Resolved
2022-03-01,2022-03-04,10386,13,S700_2047,Ships,90,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,29,85.76,2487.04,Resolved
2022-03-01,2022-03-04,10386,14,S700_2466,Planes,99,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,37,83.84,3102.08,Resolved
2022-03-01,2022-03-04,10386,10,S700_2610,Ships,72,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,37,100,5017.57,Resolved
2022-03-01,2022-03-04,10386,17,S700_3167,Planes,80,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,32,94.34,3018.88,Resolved
2022-03-01,2022-03-04,10386,2,S700_3505,Ships,100,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,45,92.08,4143.6,Resolved
2022-03-01,2022-03-04,10386,3,S700_3962,Ships,99,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,30,95.48,2864.4,Resolved
2022-03-01,2022-03-04,10386,15,S700_4002,Planes,74,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,44,86.4,3801.6,Resolved
2022-03-01,2022-03-04,10386,16,S72_1253,Planes,49,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,50,87.15,4357.5,Resolved
2022-03-01,2022-03-04,10386,4,S72_3212,Ships,54,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,43,100,5417.57,Resolved
2022-03-02,2022-03-06,10227,3,S18_1342,Vintage Cars,102,1006753,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Michael,25,100,2953.75,Shipped
2022-03-02,2022-03-06,10227,2,S18_1367,Vintage Cars,53,1006753,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Michael,31,48.52,1504.12,Shipped
2022-03-02,2022-03-06,10227,10,S18_1749,Vintage Cars,170,1006753,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Michael,26,100,3712.8,Shipped
2022-03-02,2022-03-06,10227,9,S18_2248,Vintage Cars,60,1006753,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Michael,28,50.85,1423.8,Shipped
2022-03-02,2022-03-06,10227,7,S18_2325,Vintage Cars,127,1006753,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Michael,46,100,7018,Shipped
2022-03-02,2022-03-06,10227,4,S18_2795,Vintage Cars,168,1006753,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Michael,29,100,5579.02,Shipped
2022-03-02,2022-03-06,10227,1,S18_3320,Vintage Cars,99,1006753,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Michael,33,100,3666.96,Shipped
2022-03-02,2022-03-06,10227,11,S18_4409,Vintage Cars,92,1006753,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Michael,34,100,3566.94,Shipped
2022-03-02,2022-03-06,10227,12,S18_4933,Classic Cars,71,1006753,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Michael,37,57.73,2136.01,Shipped
2022-03-02,2022-03-06,10227,6,S24_1937,Vintage Cars,33,1006753,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Michael,42,29.21,1226.82,Shipped
2022-03-02,2022-03-06,10227,5,S24_2022,Vintage Cars,44,1006753,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Michael,24,48.38,1161.12,Shipped
2022-03-02,2022-03-06,10227,14,S24_2766,Classic Cars,90,1006753,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Michael,47,88.14,4142.58,Shipped
2022-03-02,2022-03-06,10227,13,S24_2887,Classic Cars,117,1006753,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Michael,33,100,4340.49,Shipped
2022-03-02,2022-03-06,10227,15,S24_3191,Classic Cars,85,1006753,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Michael,40,79.62,3184.8,Shipped
2022-03-02,2022-03-06,10227,8,S24_3969,Vintage Cars,41,1006753,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Michael,27,43.9,1185.3,Shipped
2022-03-02,2022-03-06,10387,1,S32_1374,Motorcycles,99,1006749,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Michael,44,94.9,4175.6,Shipped
2022-03-03,2022-03-07,10108,6,S12_1099,Classic Cars,194,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,33,100,5265.15,Shipped
2022-03-03,2022-03-07,10108,4,S12_3380,Classic Cars,117,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,45,100,6130.35,Shipped
2022-03-03,2022-03-07,10108,7,S12_3990,Classic Cars,79,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,39,89.38,3485.82,Shipped
2022-03-03,2022-03-07,10108,3,S12_4675,Classic Cars,115,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,36,100,3731.04,Shipped
2022-03-03,2022-03-07,10108,2,S18_1889,Classic Cars,77,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,38,82.39,3130.82,Shipped
2022-03-03,2022-03-07,10108,9,S18_3278,Classic Cars,80,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,26,68.35,1777.1,Shipped
2022-03-03,2022-03-07,10108,8,S18_3482,Classic Cars,146,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,29,100,4049.56,Shipped
2022-03-03,2022-03-07,10108,12,S18_3782,Motorcycles,62,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,43,67.77,2914.11,Shipped
2022-03-03,2022-03-07,10108,11,S18_4721,Classic Cars,148,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,44,100,5565.12,Shipped
2022-03-03,2022-03-07,10108,15,S24_2360,Motorcycles,69,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,35,58.87,2060.45,Shipped
2022-03-03,2022-03-07,10108,5,S24_3371,Classic Cars,61,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,30,63.07,1892.1,Shipped
2022-03-03,2022-03-07,10108,1,S24_3856,Classic Cars,140,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,40,100,5448.8,Shipped
2022-03-03,2022-03-07,10108,10,S24_4620,Classic Cars,80,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,31,68.71,2130.01,Shipped
2022-03-03,2022-03-07,10108,13,S32_2206,Motorcycles,40,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,27,43.45,1173.15,Shipped
2022-03-03,2022-03-07,10108,16,S32_4485,Motorcycles,102,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,31,100,3669.78,Shipped
2022-03-03,2022-03-07,10108,14,S50_4713,Motorcycles,81,1006789,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Tony,34,82.99,2821.66,Shipped
2022-03-03,2022-03-07,10388,4,S10_1678,Motorcycles,95,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,42,76.36,3207.12,Shipped
2022-03-03,2022-03-07,10388,5,S10_2016,Motorcycles,118,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,50,44.51,2225.5,Shipped
2022-03-03,2022-03-07,10388,7,S10_4698,Motorcycles,193,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,21,86.77,1822.17,Shipped
2022-03-03,2022-03-07,10389,4,S12_1099,Classic Cars,194,1006760,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Michael,26,99.04,2575.04,Shipped
2022-03-03,2022-03-07,10388,6,S12_2823,Motorcycles,150,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,44,100,5951.44,Shipped
2022-03-03,2022-03-07,10389,6,S12_3380,Classic Cars,117,1006760,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Michael,25,72.38,1809.5,Shipped
2022-03-03,2022-03-07,10389,7,S12_3990,Classic Cars,79,1006760,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Michael,36,70.26,2529.36,Shipped
2022-03-03,2022-03-07,10389,8,S12_4675,Classic Cars,115,1006760,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Michael,47,100,5243.79,Shipped
2022-03-03,2022-03-07,10389,3,S18_1889,Classic Cars,77,1006760,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Michael,49,79.22,3881.78,Shipped
2022-03-03,2022-03-07,10389,5,S18_2625,Motorcycles,60,1006760,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Michael,39,100,6981,Shipped
2022-03-03,2022-03-07,10389,1,S24_1578,Motorcycles,112,1006760,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Michael,45,100,4597.65,Shipped
2022-03-03,2022-03-07,10389,2,S24_2000,Motorcycles,76,1006760,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Michael,49,81.4,3988.6,Shipped
2022-03-03,2022-03-07,10388,8,S32_4289,Vintage Cars,68,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,35,100,3918.95,Shipped
2022-03-03,2022-03-07,10388,1,S50_1341,Vintage Cars,43,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,27,100,3211.38,Shipped
2022-03-03,2022-03-07,10388,2,S700_1691,Planes,91,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,46,100,10067,Shipped
2022-03-03,2022-03-07,10388,3,S700_2834,Planes,118,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,50,100,7155,Shipped
2022-03-04,2022-03-08,10390,14,S18_1129,Classic Cars,141,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,36,93.77,3375.72,Shipped
2022-03-04,2022-03-08,10390,15,S18_1984,Classic Cars,142,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,34,43.05,1463.7,Shipped
2022-03-04,2022-03-08,10390,16,S18_2325,Vintage Cars,127,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,31,98.99,3068.69,Shipped
2022-03-04,2022-03-08,10390,7,S18_2795,Vintage Cars,168,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,26,78.11,2030.86,Shipped
2022-03-04,2022-03-08,10390,9,S18_3278,Classic Cars,80,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,40,100,5491.6,Shipped
2022-03-04,2022-03-08,10390,1,S18_3482,Classic Cars,146,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,50,100,7397,Shipped
2022-03-04,2022-03-08,10390,2,S18_3782,Motorcycles,62,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,36,100,5079.96,Shipped
2022-03-04,2022-03-08,10390,3,S18_4721,Classic Cars,148,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,49,100,6862.94,Shipped
2022-03-04,2022-03-08,10390,4,S24_2360,Motorcycles,69,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,35,65.13,2279.55,Shipped
2022-03-04,2022-03-08,10390,5,S24_2972,Classic Cars,37,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,37,100,4894.73,Shipped
2022-03-04,2022-03-08,10390,6,S24_3371,Classic Cars,61,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,46,52.84,2430.64,Shipped
2022-03-04,2022-03-08,10390,8,S24_3856,Classic Cars,140,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,45,100,6763.05,Shipped
2022-03-04,2022-03-08,10390,10,S24_4620,Classic Cars,80,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,30,82.42,2472.6,Shipped
2022-03-04,2022-03-08,10390,11,S32_2206,Motorcycles,40,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,41,44.56,1826.96,Shipped
2022-03-04,2022-03-08,10390,12,S32_4485,Motorcycles,102,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,45,48.98,2204.1,Shipped
2022-03-04,2022-03-08,10390,13,S50_4713,Motorcycles,81,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,22,100,3491.18,Shipped
2022-03-09,2022-03-13,10391,4,S10_1949,Classic Cars,214,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,24,100,2416.56,Shipped
2022-03-09,2022-03-13,10391,7,S10_4962,Classic Cars,147,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,37,46.9,1735.3,Shipped
2022-03-09,2022-03-13,10391,9,S12_1666,Trucks and Buses,136,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,39,63.2,2464.8,Shipped
2022-03-09,2022-03-13,10391,10,S18_1097,Trucks and Buses,116,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,29,85.1,2467.9,Shipped
2022-03-09,2022-03-13,10391,2,S18_1342,Vintage Cars,102,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,35,100,5548.9,Shipped
2022-03-09,2022-03-13,10391,3,S18_1367,Vintage Cars,53,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,42,100,4998,Shipped
2022-03-09,2022-03-13,10391,5,S18_2432,Trucks and Buses,60,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,44,38.5,1694,Shipped
2022-03-09,2022-03-13,10391,6,S18_2949,Vintage Cars,101,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,32,45.25,1448,Shipped
2022-03-09,2022-03-13,10391,8,S24_1937,Vintage Cars,33,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,33,100,8345,Shipped
2022-03-09,2022-03-13,10391,1,S24_2022,Vintage Cars,44,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,24,100,4042.08,Shipped
2022-03-10,2022-03-14,10109,4,S18_1129,Classic Cars,141,1006768,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Hernandez,Michael,26,100,4379.18,Shipped
2022-03-10,2022-03-14,10109,3,S18_1984,Classic Cars,142,1006768,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Hernandez,Michael,38,100,4432.7,Shipped
2022-03-10,2022-03-14,10109,1,S18_2870,Classic Cars,132,1006768,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Hernandez,Michael,26,100,3157.44,Shipped
2022-03-10,2022-03-14,10109,5,S18_3232,Classic Cars,169,1006768,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Hernandez,Michael,46,100,8257,Shipped
2022-03-10,2022-03-14,10109,2,S18_3685,Classic Cars,141,1006768,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Hernandez,Michael,47,100,6241.6,Shipped
2022-03-10,2022-03-14,10109,6,S24_2972,Classic Cars,37,1006768,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Hernandez,Michael,29,32.1,930.9,Shipped
2022-03-10,2022-03-14,10228,2,S10_1949,Classic Cars,214,1006756,Cambridge Collectables Co.,Cambridge,USA,NA,Tseng,Michael,29,100,6463.23,Shipped
2022-03-10,2022-03-14,10228,1,S18_1097,Trucks and Buses,116,1006756,Cambridge Collectables Co.,Cambridge,USA,NA,Tseng,Michael,32,100,3360,Shipped
2022-03-10,2022-03-14,10228,3,S18_2949,Vintage Cars,101,1006756,Cambridge Collectables Co.,Cambridge,USA,NA,Tseng,Michael,24,100,2504.4,Shipped
2022-03-10,2022-03-14,10228,5,S18_2957,Vintage Cars,62,1006756,Cambridge Collectables Co.,Cambridge,USA,NA,Tseng,Michael,45,63.71,2866.95,Shipped
2022-03-10,2022-03-14,10228,4,S18_3136,Vintage Cars,104,1006756,Cambridge Collectables Co.,Cambridge,USA,NA,Tseng,Michael,31,100,3181.53,Shipped
2022-03-10,2022-03-14,10228,6,S24_4258,Vintage Cars,97,1006756,Cambridge Collectables Co.,Cambridge,USA,NA,Tseng,Michael,33,100,3406.59,Shipped
2022-03-10,2022-03-14,10392,3,S18_2957,Vintage Cars,62,1006786,Mini Auto Werke,Graz,Austria,EMEA,Mendel,Tony,37,59.96,2218.52,Shipped
2022-03-10,2022-03-14,10392,2,S18_3136,Vintage Cars,104,1006786,Mini Auto Werke,Graz,Austria,EMEA,Mendel,Tony,29,86.92,2520.68,Shipped
2022-03-10,2022-03-14,10392,1,S18_3320,Vintage Cars,99,1006786,Mini Auto Werke,Graz,Austria,EMEA,Mendel,Tony,36,100,4035.96,Shipped
2022-03-11,2022-03-15,10229,9,S10_4962,Classic Cars,147,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,50,100,6426.5,Shipped
2022-03-11,2022-03-15,10229,13,S12_1666,Trucks and Buses,136,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,25,100,3451,Shipped
2022-03-11,2022-03-15,10229,1,S12_4473,Trucks and Buses,118,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,36,100,4521.96,Shipped
2022-03-11,2022-03-15,10229,4,S18_2319,Trucks and Buses,122,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,26,100,3765.32,Shipped
2022-03-11,2022-03-15,10229,7,S18_2432,Trucks and Buses,60,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,28,59.55,1667.4,Shipped
2022-03-11,2022-03-15,10229,5,S18_3232,Classic Cars,169,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,22,100,4172.52,Shipped
2022-03-11,2022-03-15,10229,10,S18_4600,Trucks and Buses,121,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,41,100,4716.23,Shipped
2022-03-11,2022-03-15,10229,14,S18_4668,Vintage Cars,50,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,39,40.25,1569.75,Shipped
2022-03-11,2022-03-15,10229,6,S24_2300,Trucks and Buses,127,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,48,100,5704.32,Shipped
2022-03-11,2022-03-15,10229,2,S24_2840,Classic Cars,35,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,33,32.88,1085.04,Shipped
2022-03-11,2022-03-15,10229,8,S32_1268,Trucks and Buses,96,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,25,100,2793,Shipped
2022-03-11,2022-03-15,10229,3,S32_2509,Trucks and Buses,54,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,23,54.11,1244.53,Shipped
2022-03-11,2022-03-15,10229,12,S32_3522,Trucks and Buses,64,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,30,73.04,2191.2,Shipped
2022-03-11,2022-03-15,10229,11,S700_2824,Classic Cars,101,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,50,100,5614,Shipped
2022-03-15,2022-03-19,10230,1,S12_3148,Classic Cars,151,1006795,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Tony,43,100,7016,Shipped
2022-03-15,2022-03-19,10230,8,S18_2238,Classic Cars,163,1006795,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Tony,49,100,7301,Shipped
2022-03-15,2022-03-19,10230,3,S18_4027,Classic Cars,143,1006795,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Tony,42,100,7238,Shipped
2022-03-15,2022-03-19,10230,6,S24_1444,Classic Cars,57,1006795,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Tony,36,54.33,1955.88,Shipped
2022-03-15,2022-03-19,10230,5,S24_4048,Classic Cars,118,1006795,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Tony,45,100,4737.15,Shipped
2022-03-15,2022-03-19,10230,4,S32_3207,Trains,62,1006795,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Tony,46,60.9,2801.4,Shipped
2022-03-15,2022-03-19,10230,7,S50_1392,Trucks and Buses,115,1006795,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Tony,34,100,3974.94,Shipped
2022-03-15,2022-03-19,10230,2,S50_1514,Trains,58,1006795,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Tony,43,52.14,2242.02,Shipped
2022-03-15,2022-03-19,10394,5,S18_3232,Classic Cars,169,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,22,100,3353.02,Shipped
2022-03-15,2022-03-19,10394,1,S18_4027,Classic Cars,143,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,37,100,6376.58,Shipped
2022-03-15,2022-03-19,10394,2,S24_1444,Classic Cars,57,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,31,50.29,1558.99,Shipped
2022-03-15,2022-03-19,10394,6,S24_2840,Classic Cars,35,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,46,38.9,1789.4,Shipped
2022-03-15,2022-03-19,10394,7,S24_4048,Classic Cars,118,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,37,100,5207.75,Shipped
2022-03-15,2022-03-19,10394,3,S32_2509,Trucks and Buses,54,1006746,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Michael,36,62.77,2259.72,Shipped
